Domain;Area Code (M49);Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Area Harvested Value;Yield;Production;Flag;Flag Description
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1974;1974;t;1;;;1;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1975;1975;t;8;;;8;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1976;1976;t;9;;;9;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1977;1977;t;20;;;20;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1978;1978;t;3;;;3;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1979;1979;t;0;;;0;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1990;1990;t;0;;;0;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1991;1991;t;0;;;0;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1992;1992;t;0;;;0;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1993;1993;t;3000;;;3000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1994;1994;t;6000;;;6000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1995;1995;t;7000;;;7000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1996;1996;t;6927.19;;;6927.19;I;Imputed value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1997;1997;t;febr.30;;;2896406;I;Imputed value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1998;1998;t;8000;;;8000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;1999;1999;t;10000;;;10000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2000;2000;t;20000;;;20000;E;Estimated value
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2001;2001;t;18800;;;18800;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2002;2002;t;8061;;;8061;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2003;2003;t;11291;;;11291;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2004;2004;t;22388;;;22388;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2005;2005;t;21778;;;21778;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2006;2006;t;28463;;;28463;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2007;2007;t;93018;;;93018;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2008;2008;t;231176;;;231176;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2009;2009;t;235490;;;235490;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2010;2010;t;544841;;;544841;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2011;2011;t;519910;;;519910;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2012;2012;t;271041;;;271041;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2013;2013;t;336731;;;336731;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2014;2014;t;527912;;;527912;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2015;2015;t;422092;;;422092;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2016;2016;t;509251;;;509251;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2017;2017;t;478987;;;478987;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2018;2018;t;472590;;;472590;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2019;2019;t;432490;;;432490;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2020;2020;t;279280;;;279280;A;Official figure
Crops and livestock products;100;Bulgaria;5510;Production;1443;Rape or colza seed;2021;2021;t;375800;;;375800;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1961;1961;ha;232000;232000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1962;1962;ha;272000;272000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1963;1963;ha;255000;255000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1964;1964;ha;239000;239000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1965;1965;ha;267000;267000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1966;1966;ha;255000;255000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1967;1967;ha;268000;268000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1968;1968;ha;280000;280000;;;A;Official figure
Crops and livestock products;100;Bulgaria;5312;Area harvested;1445;Sunflower seed;1969;1969;ha;287000;287000;;;A;Official figure
